"","start.station.id","X","start.station.latitude","start.station.longitude","hire","start.station.name"
"291",3043,715,40.6814598,-73.934903,145,"Lewis Ave & Decatur St"
"488",3337,17,40.673635513415,-74.0119555592537,144,"Dwight St & Van Dyke St"
"44",253,146,40.73543934,-73.99453948,142,"W 13 St & 5 Ave"
"478",3326,89,40.67434,-74.00194698,141,"Clinton St & Centre St"
"699",3585,547,40.6691783,-73.9554162,137,"Union St & Bedford Ave"
"601",3477,22,40.6553997744783,-74.0106278657913,134,"39 St & 2 Ave - Citi Bike HQ at Industry City"
"746",3646,686,40.7631548191037,-73.9398550987244,132,"35 Ave & 10 St"
"761",3669,74,40.6763035763418,-74.0031404793262,130,"Henry St & W 9 St"
"747",3647,703,40.7412830935599,-73.9372587203979,128,"48 Ave & 30 Pl"
"630",3513,744,40.774645,-73.923706,127,"21 St & Hoyt Ave S"
"713",3601,528,40.6627059,-73.9569115,126,"Sterling St & Bedford Ave"
"292",3044,695,40.6800105,-73.938475,125,"Albany Ave & Fulton St"
"641",3525,758,40.776165,-73.9153175,122,"23 Ave & 27 St"
"622",3505,707,40.805726,-73.936322,121,"Lexington Ave & E 127 St"
"482",3330,65,40.6725058,-74.00494695,114,"Henry St & Bay St"
"756",3661,493,40.6664393068708,-73.9605563879013,101,"Montgomery St & Franklin Ave"
"278",2005,411,40.70531194,-73.97100056,96,"Railroad Ave & Kay Ave"
"739",3631,530,40.666563,-73.956741,90,"Crown St & Bedford Ave"
"704",3590,506,40.6679411,-73.9588,88,"Carroll St & Franklin Ave"
"763",3673,545,40.6775920693738,-73.955637216568,84,"Dean St & Franklin Ave"
"609",3492,672,40.8005385,-73.9419949,83,"E 118 St & Park Ave"
"700",3586,705,40.7638753,-73.9364848,80,"34 Ave & 13 St"
"681",3567,693,40.7627442,-73.9391141,67,"11 St & 35 Ave"
"542",3394,56,40.6769993,-74.00647134,65,"Columbia St & W 9 St"
"673",3559,692,40.7576314,-73.9391224,65,"21 St & 38 Ave"
"678",3564,708,40.7601853,-73.9362726,62,"21 St & 36 Ave"
"575",3432,143,40.6690601350111,-73.9946365356445,58,"NYCBS Depot - GOW"
"629",3512,721,40.7747175,-73.9337894,50,"27 Ave & 4 St"
"709",3596,523,40.6642406,-73.9574686,48,"Sullivan Pl & Bedford Ave"
"26",223,99,40.73781509,-73.99994661,47,"W 13 St & 7 Ave"
"597",3468,377,40.7303801,-73.9747502,43,"NYCBS Depot - STY - Garage 4"
"671",3557,646,40.75742,-73.945133,43,"40 Ave & 9 St"
"485",3333,46,40.6747055,-74.0075572,39,"Columbia St & Lorraine St"
"422",3239,4,40.6465383670965,-74.0165877342224,33,"Bressler"
"429",3254,9,40.6923166071919,-74.0148657560349,6,"Soissons Landing"
"732",3620,623,40.7519071,-73.9479119,6,"11 St & 43 Ave"
"412",3182,2,40.686931,-74.016966,2,"Yankee Ferry Terminal"
"603",3485,378,40.725208,-73.974724,2,"NYCBS Depot - RIS"
"427",3245,289,40.7164442313448,-73.9823305606842,1,"NYCBS DEPOT - DELANCEY"
"605",3488,765,45.5063640540114,-73.5694634914398,1,"8D QC Station 01"
